"EDGE_TYPE","FI Annotation","FI Direction","FI Score","interaction","name","selected","shared interaction","shared name"
"FI","catalyzed by; complex; input","<-","1.0",,"PLRG1 (FI) SNRPA1","true",,"PLRG1 (FI) SNRPA1"
"FI","activate; input","->","1.0",,"NUP43 (FI) THOC2","true",,"NUP43 (FI) THOC2"
"FI","catalyze","->","1.0",,"EXOSC9 (FI) UTP15","true",,"EXOSC9 (FI) UTP15"
"FI","catalyze; complex; input","->","1.0",,"HNRNPU (FI) PLRG1","true",,"HNRNPU (FI) PLRG1"
"FI","predicted","-","0.91",,"NOP56 (FI) RSL1D1","true",,"NOP56 (FI) RSL1D1"
"FI","complex; input","-","1.0",,"POLR2B (FI) USP7","true",,"POLR2B (FI) USP7"
"FI","complex; input","-","1.0",,"AAAS (FI) NUP93","true",,"AAAS (FI) NUP93"
"FI","complex; input","-","1.0",,"EXOSC2 (FI) KHSRP","true",,"EXOSC2 (FI) KHSRP"
"FI","catalyze; complex; input","->","1.0",,"DHX9 (FI) PLRG1","true",,"DHX9 (FI) PLRG1"
"FI","activated by","<-","1.0",,"CPSF3 (FI) NUP88","true",,"CPSF3 (FI) NUP88"
"FI","predicted","-","0.91",,"CDK7 (FI) HSP90AB1","true",,"CDK7 (FI) HSP90AB1"
"FI","complex; input","-","1.0",,"AAAS (FI) NUP98","true",,"AAAS (FI) NUP98"
"FI","activate","->","1.0",,"RBM28 (FI) UTP6","true",,"RBM28 (FI) UTP6"
"FI","predicted","-","0.9",,"CCT7 (FI) HSPD1","true",,"CCT7 (FI) HSPD1"
"FI","PPrel: binding/association","-","1.0",,"ITGA5 (FI) VASP","true",,"ITGA5 (FI) VASP"
"FI","catalyze; complex; input","->","1.0",,"HNRNPU (FI) SNRPA1","true",,"HNRNPU (FI) SNRPA1"
"FI","catalyzed by; complex; input","<-","1.0",,"HSPA8 (FI) SNRPA1","true",,"HSPA8 (FI) SNRPA1"
"FI","predicted","-","0.91",,"CDK7 (FI) HSP90AA1","true",,"CDK7 (FI) HSP90AA1"
"FI","predicted","-","0.89",,"EFTUD2 (FI) TUBA4A","true",,"EFTUD2 (FI) TUBA4A"
"FI","complex; input","-","1.0",,"AAAS (FI) NUP88","true",,"AAAS (FI) NUP88"
"FI","catalyze","->","1.0",,"LIG1 (FI) POLR2B","true",,"LIG1 (FI) POLR2B"
"FI","catalyzed by; input","<-","1.0",,"RBM22 (FI) SMU1","true",,"RBM22 (FI) SMU1"
"FI","catalyze","->","1.0",,"EXOSC9 (FI) PDCD11","true",,"EXOSC9 (FI) PDCD11"
"FI","catalyzed by; complex; input","<-","1.0",,"CDC5L (FI) SNRPA1","true",,"CDC5L (FI) SNRPA1"
"FI","complex; input","-","1.0",,"NUP205 (FI) NUP35","true",,"NUP205 (FI) NUP35"
"FI","complex; input","-","1.0",,"HNRNPC (FI) PRPF8","true",,"HNRNPC (FI) PRPF8"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL43 (FI) MRPS18B","true",,"MRPL43 (FI) MRPS18B"
"FI","complex; input","-","1.0",,"HNRNPC (FI) PRPF6","true",,"HNRNPC (FI) PRPF6"
"FI","complex; input","-","1.0",,"HNRNPC (FI) PRPF3","true",,"HNRNPC (FI) PRPF3"
"FI","activated by","<-","1.0",,"KRR1 (FI) NIP7","true",,"KRR1 (FI) NIP7"
"FI","activate","->","1.0",,"EBNA1BP2 (FI) WDR18","true",,"EBNA1BP2 (FI) WDR18"
"FI","complex","-","1.0",,"FIP1L1 (FI) PRPF8","true",,"FIP1L1 (FI) PRPF8"
"FI","predicted","-","0.96",,"PRPF8 (FI) SRPK1","true",,"PRPF8 (FI) SRPK1"
"FI","predicted","-","0.97",,"NOP2 (FI) UTP14A","true",,"NOP2 (FI) UTP14A"
"FI","complex; input","-","1.0",,"HNRNPC (FI) POLR2B","true",,"HNRNPC (FI) POLR2B"
"FI","reaction","-","1.0",,"EBNA1BP2 (FI) WDR12","true",,"EBNA1BP2 (FI) WDR12"
"FI","predicted","-","0.95",,"MRTO4 (FI) UTP14A","true",,"MRTO4 (FI) UTP14A"
"FI","predicted","-","0.93",,"DHX9 (FI) PRKDC","true",,"DHX9 (FI) PRKDC"
"FI","predicted","-","0.93",,"HNRNPU (FI) SMC1A","true",,"HNRNPU (FI) SMC1A"
"FI","catalyze","->","1.0",,"NUP43 (FI) XPOT","true",,"NUP43 (FI) XPOT"
"FI","inhibited by","|-","1.0",,"F13A1 (FI) SERPIND1","true",,"F13A1 (FI) SERPIND1"
"FI","complex","-","1.0",,"EMG1 (FI) UTP14A","true",,"EMG1 (FI) UTP14A"
"FI","activate; complex; input","->","1.0",,"HEATR1 (FI) PWP2","true",,"HEATR1 (FI) PWP2"
"FI","predicted","-","0.95",,"CCT7 (FI) HSPA8","true",,"CCT7 (FI) HSPA8"
"FI","complex; input; reaction","-","1.0",,"C6 (FI) CLU","true",,"C6 (FI) CLU"
"FI","catalyze","->","1.0",,"EXOSC2 (FI) WDR43","true",,"EXOSC2 (FI) WDR43"
"FI","complex; input","-","1.0",,"DDX23 (FI) POLR2B","true",,"DDX23 (FI) POLR2B"
"FI","expression regulated by","<-","1.0",,"HCFC1 (FI) SIN3A","true",,"HCFC1 (FI) SIN3A"
"FI","predicted","-","0.95",,"HCFC1 (FI) SIN3B","true",,"HCFC1 (FI) SIN3B"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL9","true",,"GFM1 (FI) MRPL9"
"FI","catalyze; complex; input","->","1.0",,"DDX46 (FI) PLRG1","true",,"DDX46 (FI) PLRG1"
"FI","activated by","<-","1.0",,"CPSF3 (FI) NUP98","true",,"CPSF3 (FI) NUP98"
"FI","activate","->","1.0",,"BOP1 (FI) MPHOSPH10","true",,"BOP1 (FI) MPHOSPH10"
"FI","activated by","<-","1.0",,"CPSF3 (FI) NUP93","true",,"CPSF3 (FI) NUP93"
"FI","catalyze; complex; input","->","1.0",,"DAP3 (FI) MRPL9","true",,"DAP3 (FI) MRPL9"
"FI","complex","-","1.0",,"MRPL19 (FI) MRPL46","true",,"MRPL19 (FI) MRPL46"
"FI","complex","-","1.0",,"MRPL15 (FI) MRPL46","true",,"MRPL15 (FI) MRPL46"
"FI","complex","-","1.0",,"FIP1L1 (FI) PRPF6","true",,"FIP1L1 (FI) PRPF6"
"FI","predicted","-","0.9",,"DDX23 (FI) SRPK1","true",,"DDX23 (FI) SRPK1"
"FI","complex; input","-","1.0",,"NUP43 (FI) TPR","true",,"NUP43 (FI) TPR"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL1","true",,"GFM1 (FI) MRPL1"
"FI","complex","-","1.0",,"MRPL19 (FI) MRPL43","true",,"MRPL19 (FI) MRPL43"
"FI","complex","-","1.0",,"MRPL15 (FI) MRPL43","true",,"MRPL15 (FI) MRPL43"
"FI","complex","-","1.0",,"APOA1 (FI) APOL1","true",,"APOA1 (FI) APOL1"
"FI","complex","-","1.0",,"RPP30 (FI) RPS21","true",,"RPP30 (FI) RPS21"
"FI","catalyze; complex; input","->","1.0",,"DAP3 (FI) MRPL1","true",,"DAP3 (FI) MRPL1"
"FI","catalyzed by","<-","1.0",,"RPS5 (FI) SPCS2","true",,"RPS5 (FI) SPCS2"
"FI","complex; input","-","1.0",,"NUP205 (FI) NUP43","true",,"NUP205 (FI) NUP43"
"FI","inhibited by","|-","1.0",,"F13A1 (FI) SERPINC1","true",,"F13A1 (FI) SERPINC1"
"FI","complex","-","1.0",,"SPTAN1 (FI) SPTBN1","true",,"SPTAN1 (FI) SPTBN1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL13 (FI) MRPS17","true",,"MRPL13 (FI) MRPS17"
"FI","complex","-","1.0",,"EMG1 (FI) PDCD11","true",,"EMG1 (FI) PDCD11"
"FI","complex; input","-","1.0",,"LIG3 (FI) NBN","true",,"LIG3 (FI) NBN"
"FI","complex; input","-","1.0",,"MCM4 (FI) MCM5","true",,"MCM4 (FI) MCM5"
"FI","complex; input","-","1.0",,"MCM4 (FI) MCM6","true",,"MCM4 (FI) MCM6"
"FI","complex; input","-","1.0",,"MCM4 (FI) MCM7","true",,"MCM4 (FI) MCM7"
"FI","PPrel: activation; complex; input","->","1.0",,"C8B (FI) C8G","true",,"C8B (FI) C8G"
"FI","predicted","-","0.9",,"CAD (FI) HSPA8","true",,"CAD (FI) HSPA8"
"FI","predicted","-","0.9",,"CHD4 (FI) ZMYND8","true",,"CHD4 (FI) ZMYND8"
"FI","complex","-","1.0",,"MRPL19 (FI) MRPL38","true",,"MRPL19 (FI) MRPL38"
"FI","activate","->","1.0",,"NIP7 (FI) RRP9","true",,"NIP7 (FI) RRP9"
"FI","complex","-","1.0",,"MRPL19 (FI) MRPL37","true",,"MRPL19 (FI) MRPL37"
"FI","complex","-","1.0",,"MRPL19 (FI) MRPL33","true",,"MRPL19 (FI) MRPL33"
"FI","complex; input","-","1.0",,"AAAS (FI) NUP54","true",,"AAAS (FI) NUP54"
"FI","complex; input","-","1.0",,"POLR1D (FI) SMARCA5","true",,"POLR1D (FI) SMARCA5"
"FI","predicted","-","0.9",,"EFTUD2 (FI) TUBA1C","true",,"EFTUD2 (FI) TUBA1C"
"FI","complex; input","-","1.0",,"NUP205 (FI) NUP54","true",,"NUP205 (FI) NUP54"
"FI","predicted","-","0.91",,"EFTUD2 (FI) TUBA1B","true",,"EFTUD2 (FI) TUBA1B"
"FI","activated by; complex; input","<-","1.0",,"HSP90AA1 (FI) VTN","true",,"HSP90AA1 (FI) VTN"
"FI","predicted","-","0.93",,"DDX21 (FI) SRPK1","true",,"DDX21 (FI) SRPK1"
"FI","catalyze","->","1.0",,"NUP43 (FI) TOP2A","true",,"NUP43 (FI) TOP2A"
"FI","complex; input","-","1.0",,"EXOSC9 (FI) KHSRP","true",,"EXOSC9 (FI) KHSRP"
"FI","predicted","-","0.91",,"MCM4 (FI) RFC4","true",,"MCM4 (FI) RFC4"
"FI","complex; input","-","1.0",,"DDX23 (FI) DHX15","true",,"DDX23 (FI) DHX15"
"FI","complex","-","1.0",,"MRPL19 (FI) MRPL22","true",,"MRPL19 (FI) MRPL22"
"FI","complex; input","-","1.0",,"AAAS (FI) NUP43","true",,"AAAS (FI) NUP43"
"FI","complex; input","-","1.0",,"NUP205 (FI) NUP62","true",,"NUP205 (FI) NUP62"
"FI","complex; input","-","1.0",,"COL15A1 (FI) ITGA5","true",,"COL15A1 (FI) ITGA5"
"FI","complex; input","-","1.0",,"C5 (FI) VTN","true",,"C5 (FI) VTN"
"FI","activate; inhibited by; predicted","|->","1.0",,"F2 (FI) PROS1","true",,"F2 (FI) PROS1"
"FI","complex; input","-","1.0",,"NUMA1 (FI) TUBB4A","true",,"NUMA1 (FI) TUBB4A"
"FI","complex; input","-","1.0",,"NUMA1 (FI) TUBB4B","true",,"NUMA1 (FI) TUBB4B"
"FI","PPrel: binding/association; complex; input","-","1.0",,"FGA (FI) ITGB3","true",,"FGA (FI) ITGB3"
"FI","complex; input","-","1.0",,"UTP15 (FI) WDR43","true",,"UTP15 (FI) WDR43"
"FI","complex; input","-","1.0",,"POLR2B (FI) SSRP1","true",,"POLR2B (FI) SSRP1"
"FI","predicted","-","0.92",,"RFC2 (FI) SMC1A","true",,"RFC2 (FI) SMC1A"
"FI","complex; input","-","1.0",,"GSPT1 (FI) RPL7A","true",,"GSPT1 (FI) RPL7A"
"FI","complex","-","1.0",,"UTP6 (FI) WDR3","true",,"UTP6 (FI) WDR3"
"FI","catalyze","->","1.0",,"NUP205 (FI) XPOT","true",,"NUP205 (FI) XPOT"
"FI","complex; input","-","1.0",,"FGA (FI) ITGAX","true",,"FGA (FI) ITGAX"
"FI","complex; input","-","1.0",,"CCT7 (FI) TUBB4A","true",,"CCT7 (FI) TUBB4A"
"FI","complex; input","-","1.0",,"CCT7 (FI) TUBB4B","true",,"CCT7 (FI) TUBB4B"
"FI","complex; input","-","1.0",,"COL15A1 (FI) ITGAM","true",,"COL15A1 (FI) ITGAM"
"FI","predicted","-","0.89",,"CDC5L (FI) TCP1","true",,"CDC5L (FI) TCP1"
"FI","predicted","-","0.89",,"DDX10 (FI) UTP14A","true",,"DDX10 (FI) UTP14A"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL13 (FI) MRPS30","true",,"MRPL13 (FI) MRPS30"
"FI","complex; input","-","1.0",,"COL15A1 (FI) ITGB7","true",,"COL15A1 (FI) ITGB7"
"FI","complex; input","-","1.0",,"COL15A1 (FI) ITGAX","true",,"COL15A1 (FI) ITGAX"
"FI","complex; input","-","1.0",,"FGA (FI) ITGA5","true",,"FGA (FI) ITGA5"
"FI","predicted","-","0.94",,"DDX21 (FI) SNRNP200","true",,"DDX21 (FI) SNRNP200"
"FI","predicted","-","0.9",,"SMARCA5 (FI) TOP2A","true",,"SMARCA5 (FI) TOP2A"
"FI","predicted","-","0.97",,"NIP7 (FI) RRS1","true",,"NIP7 (FI) RRS1"
"FI","complex; input","-","1.0",,"AAAS (FI) NUP62","true",,"AAAS (FI) NUP62"
"FI","predicted","-","0.91",,"FERMT2 (FI) ITGB3","true",,"FERMT2 (FI) ITGB3"
"FI","catalyze","->","1.0",,"NUP107 (FI) XPOT","true",,"NUP107 (FI) XPOT"
"FI","complex","-","1.0",,"NOP56 (FI) UTP6","true",,"NOP56 (FI) UTP6"
"FI","activate","->","1.0",,"BOP1 (FI) UTP14A","true",,"BOP1 (FI) UTP14A"
"FI","catalyze; catalyzed by; complex; input","<->","1.0",,"DHX15 (FI) EFTUD2","true",,"DHX15 (FI) EFTUD2"
"FI","complex","-","1.0",,"MRPL46 (FI) MRPL9","true",,"MRPL46 (FI) MRPL9"
"FI","predicted","-","0.89",,"CDC5L (FI) TPR","true",,"CDC5L (FI) TPR"
"FI","complex; input","-","1.0",,"FGA (FI) ITGAM","true",,"FGA (FI) ITGAM"
"FI","complex","-","1.0",,"MPHOSPH10 (FI) PDCD11","true",,"MPHOSPH10 (FI) PDCD11"
"FI","predicted","-","0.91",,"MATR3 (FI) SRPK1","true",,"MATR3 (FI) SRPK1"
"FI","catalyze","->","1.0",,"RANBP2 (FI) XPOT","true",,"RANBP2 (FI) XPOT"
"FI","predicted","-","0.91",,"DDX21 (FI) RSL1D1","true",,"DDX21 (FI) RSL1D1"
"FI","complex; input","-","1.0",,"NUP205 (FI) NUP88","true",,"NUP205 (FI) NUP88"
"FI","PPrel: binding/association; complex; input","-","1.0",,"TUBA1C (FI) TUBB4A","true",,"TUBA1C (FI) TUBB4A"
"FI","predicted","-","0.94",,"HSPA8 (FI) RANBP2","true",,"HSPA8 (FI) RANBP2"
"FI","PPrel: binding/association; complex; input","-","1.0",,"TUBA1C (FI) TUBB4B","true",,"TUBA1C (FI) TUBB4B"
"FI","complex; input","-","1.0",,"DAP3 (FI) GFM1","true",,"DAP3 (FI) GFM1"
"FI","catalyzed by; complex; input","<-","1.0",,"CDC5L (FI) DDX5","true",,"CDC5L (FI) DDX5"
"FI","complex; input","-","1.0",,"FGB (FI) ITGA5","true",,"FGB (FI) ITGA5"
"FI","predicted","-","0.9",,"EXOSC9 (FI) XRCC6","true",,"EXOSC9 (FI) XRCC6"
"FI","complex","-","1.0",,"NUP205 (FI) RANGAP1","true",,"NUP205 (FI) RANGAP1"
"FI","predicted","-","0.95",,"CSDE1 (FI) DHX9","true",,"CSDE1 (FI) DHX9"
"FI","activate; activated by; catalyzed by","<->","1.0",,"UTP15 (FI) XRN2","true",,"UTP15 (FI) XRN2"
"FI","complex; input","-","1.0",,"DHX9 (FI) HNRNPC","true",,"DHX9 (FI) HNRNPC"
"FI","activate","->","1.0",,"NIP7 (FI) WDR3","true",,"NIP7 (FI) WDR3"
"FI","activate; activated by; catalyzed by","<->","1.0",,"WDR75 (FI) XRN2","true",,"WDR75 (FI) XRN2"
"FI","predicted","-","0.91",,"HNRNPU (FI) TOP2A","true",,"HNRNPU (FI) TOP2A"
"FI","complex; input","-","1.0",,"RFC4 (FI) TRIM25","true",,"RFC4 (FI) TRIM25"
"FI","PPrel: binding/association; complex; input","-","1.0",,"NUP205 (FI) NUP93","true",,"NUP205 (FI) NUP93"
"FI","predicted","-","0.94",,"HSPA9 (FI) VDAC1","true",,"HSPA9 (FI) VDAC1"
"FI","complex; input","-","1.0",,"NUP205 (FI) NUP98","true",,"NUP205 (FI) NUP98"
"FI","catalyze","->","1.0",,"AAAS (FI) XPOT","true",,"AAAS (FI) XPOT"
"FI","reaction","-","1.0",,"BOP1 (FI) XRN2","true",,"BOP1 (FI) XRN2"
"FI","complex; input","-","1.0",,"C6 (FI) CFP","true",,"C6 (FI) CFP"
"FI","complex; input","-","1.0",,"FGB (FI) ITGAX","true",,"FGB (FI) ITGAX"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL15 (FI) PTCD3","true",,"MRPL15 (FI) PTCD3"
"FI","PPrel: binding/association; complex; input","-","1.0",,"FGB (FI) ITGB3","true",,"FGB (FI) ITGB3"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL1 (FI) MRPS30","true",,"MRPL1 (FI) MRPS30"
"FI","complex; reaction","-","1.0",,"F9 (FI) PROS1","true",,"F9 (FI) PROS1"
"FI","predicted","-","0.91",,"C1QA (FI) CFHR1","true",,"C1QA (FI) CFHR1"
"FI","complex; input","-","1.0",,"FGB (FI) ITGAM","true",,"FGB (FI) ITGAM"
"FI","activate","->","1.0",,"MCM7 (FI) RFC4","true",,"MCM7 (FI) RFC4"
"FI","activate","->","1.0",,"MCM7 (FI) RFC2","true",,"MCM7 (FI) RFC2"
"FI","predicted","-","0.9",,"FASN (FI) HSP90AB1","true",,"FASN (FI) HSP90AB1"
"FI","predicted","-","0.96",,"CDC5L (FI) SMARCA5","true",,"CDC5L (FI) SMARCA5"
"FI","predicted","-","0.95",,"HCFC1 (FI) HSPA8","true",,"HCFC1 (FI) HSPA8"
"FI","complex","-","1.0",,"DHX15 (FI) SF3B3","true",,"DHX15 (FI) SF3B3"
"FI","complex","-","1.0",,"DCAF7 (FI) DDB1","true",,"DCAF7 (FI) DDB1"
"FI","predicted","-","0.95",,"APOC1 (FI) APOE","true",,"APOC1 (FI) APOE"
"FI","predicted","-","0.9",,"DHX9 (FI) RFC4","true",,"DHX9 (FI) RFC4"
"FI","complex; input","-","1.0",,"NUP43 (FI) SMC1A","true",,"NUP43 (FI) SMC1A"
"FI","complex","-","1.0",,"MRPS17 (FI) MRPS18B","true",,"MRPS17 (FI) MRPS18B"
"FI","predicted","-","0.89",,"C1QB (FI) CFHR5","true",,"C1QB (FI) CFHR5"
"FI","catalyze","->","1.0",,"EXOSC9 (FI) RRP9","true",,"EXOSC9 (FI) RRP9"
"FI","predicted","-","0.97",,"HSPA9 (FI) HSPD1","true",,"HSPA9 (FI) HSPD1"
"FI","complex; input","-","1.0",,"KIF2A (FI) SMC1A","true",,"KIF2A (FI) SMC1A"
"FI","activate; complex; input","->","1.0",,"WDR12 (FI) WDR18","true",,"WDR12 (FI) WDR18"
"FI","activate","->","1.0",,"NBN (FI) SMC1A","true",,"NBN (FI) SMC1A"
"FI","complex","-","1.0",,"NOP58 (FI) WDR3","true",,"NOP58 (FI) WDR3"
"FI","complex","-","1.0",,"DAP3 (FI) MRPS7","true",,"DAP3 (FI) MRPS7"
"FI","complex","-","1.0",,"DAP3 (FI) MRPS2","true",,"DAP3 (FI) MRPS2"
"FI","predicted","-","0.95",,"RRP12 (FI) UTP14A","true",,"RRP12 (FI) UTP14A"
"FI","PPrel: activated by; activated by; complex; input; reaction","<-","1.0",,"ITGB3 (FI) VTN","true",,"ITGB3 (FI) VTN"
"FI","catalyzed by","<-","1.0",,"HNRNPC (FI) TPR","true",,"HNRNPC (FI) TPR"
"FI","activated by","<-","1.0",,"BGN (FI) CD14","true",,"BGN (FI) CD14"
"FI","predicted","-","0.93",,"C6 (FI) CFHR1","true",,"C6 (FI) CFHR1"
"FI","predicted","-","0.98",,"SMARCA1 (FI) SMARCA5","true",,"SMARCA1 (FI) SMARCA5"
"FI","complex","-","1.0",,"DDX46 (FI) RBM17","true",,"DDX46 (FI) RBM17"
"FI","expression regulated by","<-","1.0",,"HSP90AB1 (FI) SIN3A","true",,"HSP90AB1 (FI) SIN3A"
"FI","complex","-","1.0",,"MRPS18B (FI) PTCD3","true",,"MRPS18B (FI) PTCD3"
"FI","expression regulates","->","1.0",,"NFYB (FI) UNG","true",,"NFYB (FI) UNG"
"FI","predicted","-","0.97",,"VDAC1 (FI) VDAC3","true",,"VDAC1 (FI) VDAC3"
"FI","predicted","-","0.89",,"EMG1 (FI) MRTO4","true",,"EMG1 (FI) MRTO4"
"FI","activated by","<-","1.0",,"MPHOSPH10 (FI) NIP7","true",,"MPHOSPH10 (FI) NIP7"
"FI","complex","-","1.0",,"CPSF3 (FI) PLRG1","true",,"CPSF3 (FI) PLRG1"
"FI","catalyzed by; complex; input","<-","1.0",,"DDX46 (FI) RBM10","true",,"DDX46 (FI) RBM10"
"FI","complex; input","-","1.0",,"CPSF3 (FI) THOC2","true",,"CPSF3 (FI) THOC2"
"FI","input","-","1.0",,"FGB (FI) PLG","true",,"FGB (FI) PLG"
"FI","complex","-","1.0",,"MRPL12 (FI) MRPL38","true",,"MRPL12 (FI) MRPL38"
"FI","catalyze","->","1.0",,"EXOSC2 (FI) UTP15","true",,"EXOSC2 (FI) UTP15"
"FI","complex","-","1.0",,"MRPL12 (FI) MRPL37","true",,"MRPL12 (FI) MRPL37"
"FI","activated by; complex; input","<-","1.0",,"PDCD11 (FI) UTP15","true",,"PDCD11 (FI) UTP15"
"FI","complex","-","1.0",,"MRPL12 (FI) MRPL33","true",,"MRPL12 (FI) MRPL33"
"FI","predicted","-","0.92",,"NOL6 (FI) RRS1","true",,"NOL6 (FI) RRS1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL11 (FI) PTCD3","true",,"MRPL11 (FI) PTCD3"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL33","true",,"GFM1 (FI) MRPL33"
"FI","complex; input","-","1.0",,"NUP54 (FI) TPR","true",,"NUP54 (FI) TPR"
"FI","complex; input","-","1.0",,"POLR2B (FI) RFC4","true",,"POLR2B (FI) RFC4"
"FI","complex; input","-","1.0",,"POLR2B (FI) RFC2","true",,"POLR2B (FI) RFC2"
"FI","complex; input","-","1.0",,"C7 (FI) VTN","true",,"C7 (FI) VTN"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL38","true",,"GFM1 (FI) MRPL38"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL37","true",,"GFM1 (FI) MRPL37"
"FI","complex","-","1.0",,"RPP30 (FI) RPS4X","true",,"RPP30 (FI) RPS4X"
"FI","activate; activated by; catalyzed by","<->","1.0",,"HEATR1 (FI) XRN2","true",,"HEATR1 (FI) XRN2"
"FI","catalyze; complex; input","->","1.0",,"DDX46 (FI) RBM22","true",,"DDX46 (FI) RBM22"
"FI","predicted","-","0.91",,"HSP90AB1 (FI) SF3B3","true",,"HSP90AB1 (FI) SF3B3"
"FI","activated by; catalyzed by","<-","1.0",,"UTP14A (FI) XRN2","true",,"UTP14A (FI) XRN2"
"FI","complex","-","1.0",,"MRPL12 (FI) MRPL46","true",,"MRPL12 (FI) MRPL46"
"FI","complex","-","1.0",,"MRPL12 (FI) MRPL43","true",,"MRPL12 (FI) MRPL43"
"FI","complex","-","1.0",,"CDC5L (FI) CPSF3","true",,"CDC5L (FI) CPSF3"
"FI","catalyze; catalyzed by; complex; input","<->","1.0",,"ARAF (FI) BRAF","true",,"ARAF (FI) BRAF"
"FI","predicted","-","0.95",,"FERMT2 (FI) FERMT3","true",,"FERMT2 (FI) FERMT3"
"FI","predicted","-","0.9",,"HSP90AB1 (FI) PPP5C","true",,"HSP90AB1 (FI) PPP5C"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL43","true",,"GFM1 (FI) MRPL43"
"FI","catalyzed by; complex; input","<-","1.0",,"PUF60 (FI) SRRT","true",,"PUF60 (FI) SRRT"
"FI","complex; input","-","1.0",,"FGA (FI) RAP1A","true",,"FGA (FI) RAP1A"
"FI","predicted","-","0.95",,"PNO1 (FI) WDR3","true",,"PNO1 (FI) WDR3"
"FI","predicted","-","0.89",,"BAZ2A (FI) SMARCA1","true",,"BAZ2A (FI) SMARCA1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL22 (FI) MRPS18B","true",,"MRPL22 (FI) MRPS18B"
"FI","predicted","-","0.9",,"DDB1 (FI) SSRP1","true",,"DDB1 (FI) SSRP1"
"FI","predicted","-","0.91",,"SERPIND1 (FI) SERPINF2","true",,"SERPIND1 (FI) SERPINF2"
"FI","complex","-","1.0",,"BAZ2A (FI) SMARCA5","true",,"BAZ2A (FI) SMARCA5"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL46","true",,"GFM1 (FI) MRPL46"
"FI","complex","-","1.0",,"NOC4L (FI) RRP9","true",,"NOC4L (FI) RRP9"
"FI","predicted","-","0.92",,"DDX23 (FI) SART3","true",,"DDX23 (FI) SART3"
"FI","complex","-","1.0",,"MRPL12 (FI) MRPL17","true",,"MRPL12 (FI) MRPL17"
"FI","complex; input","-","1.0",,"DDX23 (FI) PUF60","true",,"DDX23 (FI) PUF60"
"FI","complex","-","1.0",,"MRPL12 (FI) MRPL15","true",,"MRPL12 (FI) MRPL15"
"FI","PPrel: activated by; activated by; complex; input","<-","1.0",,"BRAF (FI) RAP1A","true",,"BRAF (FI) RAP1A"
"FI","complex","-","1.0",,"MRPL12 (FI) MRPL13","true",,"MRPL12 (FI) MRPL13"
"FI","complex; input","-","1.0",,"RBM42 (FI) SMU1","true",,"RBM42 (FI) SMU1"
"FI","complex; input","-","1.0",,"FGG (FI) ITGA5","true",,"FGG (FI) ITGA5"
"FI","complex; input","-","1.0",,"TBCD (FI) TUBA4A","true",,"TBCD (FI) TUBA4A"
"FI","predicted","-","0.93",,"MCM7 (FI) RNASEH2A","true",,"MCM7 (FI) RNASEH2A"
"FI","complex","-","1.0",,"MRPS30 (FI) PTCD3","true",,"MRPS30 (FI) PTCD3"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL11","true",,"GFM1 (FI) MRPL11"
"FI","activate","->","1.0",,"BOP1 (FI) PWP2","true",,"BOP1 (FI) PWP2"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL19","true",,"GFM1 (FI) MRPL19"
"FI","predicted","-","0.93",,"DHX9 (FI) USP7","true",,"DHX9 (FI) USP7"
"FI","predicted","-","0.94",,"DHX9 (FI) ILF2","true",,"DHX9 (FI) ILF2"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL17","true",,"GFM1 (FI) MRPL17"
"FI","activate; complex; input","->","1.0",,"NOL6 (FI) RRP9","true",,"NOL6 (FI) RRP9"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL15","true",,"GFM1 (FI) MRPL15"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL13 (FI) PTCD3","true",,"MRPL13 (FI) PTCD3"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL13","true",,"GFM1 (FI) MRPL13"
"FI","complex","-","1.0",,"MRPL12 (FI) MRPL19","true",,"MRPL12 (FI) MRPL19"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL12","true",,"GFM1 (FI) MRPL12"
"FI","complex; input","-","1.0",,"DDX46 (FI) RBM42","true",,"DDX46 (FI) RBM42"
"FI","PPrel: binding/association; complex; input","-","1.0",,"FGG (FI) ITGB3","true",,"FGG (FI) ITGB3"
"FI","complex; input","-","1.0",,"TBCD (FI) TUBA3E","true",,"TBCD (FI) TUBA3E"
"FI","predicted","-","0.9",,"PDCD11 (FI) RRP12","true",,"PDCD11 (FI) RRP12"
