shared name
PRPF8 (FI) SNRNP48
PRPF8 (FI) SNRNP70
ZNF239 (FI) ZNF284
ZNF239 (FI) ZNF835
ZNF239 (FI) ZNF382
ZNF239 (FI) ZNF281
ZNF239 (FI) ZNF763
ZNF239 (FI) ZNF778
ZNF239 (FI) ZNF883
ZNF239 (FI) ZNF740
ZNF239 (FI) ZNF646
ZNF239 (FI) ZNF648
ZNF239 (FI) ZNF613
ZNF239 (FI) ZNF614
ZNF239 (FI) ZNF671
ZNF239 (FI) ZNF676
ZNF239 (FI) ZNF649
ZNF239 (FI) ZNF653
ZNF239 (FI) ZNF692
ZNF239 (FI) ZNF501
ZNF239 (FI) ZNF679
ZNF239 (FI) ZNF683
ZNF239 (FI) ZNF564
ZNF239 (FI) ZNF567
ZNF239 (FI) ZNF524
ZNF239 (FI) ZNF555
ZNF239 (FI) ZNF497
ZNF239 (FI) ZSCAN4
ZNF239 (FI) ZNF581
ZNF239 (FI) ZNF433
NGFR (FI) PDGFC
NGFR (FI) PDGFD
NGFR (FI) PDGFA
NGFR (FI) PDGFB
NGFR (FI) PSEN1
NGFR (FI) PSEN2
NGFR (FI) RIPK2
NGFR (FI) TRAF6
NGFR (FI) PIK3CD
NGFR (FI) PIK3R2
NGFR (FI) PIK3CA
NGFR (FI) PIK3CB
NGFR (FI) RPS27A
NGFR (FI) SORT1
NGFR (FI) PIK3R1
NGFR (FI) PIK3R3
NGFR (FI) PRKACB
NGFR (FI) PRDM4
NGFR (FI) YWHAE
NGFR (FI) TP53
NGFR (FI) PRKCI
NGFR (FI) PRKCZ
NGFR (FI) SORCS2
NGFR (FI) SORCS3
NGFR (FI) RHOA
NGFR (FI) RTN4
NGFR (FI) SMPD2
NGFR (FI) RELA
NGFR (FI) VEGFA
NGFR (FI) SHC4
NGFR (FI) VEGFC
NGFR (FI) VEGFB
NGFR (FI) SHC1
NGFR (FI) SOS1
NGFR (FI) SHC3
NGFR (FI) SHC2
NGFR (FI) PLCB3
NGFR (FI) PLCB4
NGFR (FI) UBA52
NGFR (FI) TGFA
NGFR (FI) RTN4R
NGFR (FI) ZNF274
NGFR (FI) PLCB1
NGFR (FI) PLCB2
NGFR (FI) UBC
NGFR (FI) OMG
NGFR (FI) RAC1
NGFR (FI) UBB
NGFR (FI) NTF3
NGFR (FI) NTRK2
NGFR (FI) PGF
NGFR (FI) NTF4
NGFR (FI) PSENEN
IGF2 (FI) JUND
NGFR (FI) NTRK1
NGFR (FI) SQSTM1
IGF2 (FI) TFAP2A
IGF2 (FI) IRS2
IGF2 (FI) KLK3
IGF2 (FI) PAPPA
IGF2 (FI) INSR
IGF2 (FI) NTRK1
IGF2 (FI) IRS1
IGF2 (FI) IRS4
IGF2 (FI) SHC1
IGF2 (FI) SUZ12
IGF2 (FI) NTRK2
IGF2 (FI) PAPPA2
IGF2 (FI) IGFBP3
IGF2 (FI) IGFBP4
IGF2 (FI) IGFBP5
IGF2 (FI) IGFBP6
IGF2 (FI) IGFALS
IGF2 (FI) WT1
IGF2 (FI) IGFBP1
IGF2 (FI) IGFBP2
IGF2 (FI) PDGFRA
IGF2 (FI) PLG
IGF2 (FI) TEK
IGF2 (FI) PDGFRB
IGF2 (FI) KDR
IGF2 (FI) KIT
IGF2 (FI) MYC
IGF2 (FI) MET
IGF2 (FI) NGFR
MYL9 (FI) SORBS1
IGF2 (FI) MMP2
IGF2 (FI) MMP1
MYL9 (FI) PPP1R12B
MYL9 (FI) PPP1R12C
MYL9 (FI) SORBS3
MYL9 (FI) PPP1R12A
MYL9 (FI) TNNI2
MYL9 (FI) MYLK
MYL9 (FI) PAK1
MYL9 (FI) PAK2
MYL9 (FI) PPP1CB
MYL9 (FI) PPP1CA
MYL9 (FI) VCL
MYL9 (FI) PPP1CC
MYL9 (FI) TPM1
MYL9 (FI) TPM4
MYL9 (FI) PXN
MYL9 (FI) TPM2
MYL9 (FI) ROCK1
MYL9 (FI) RHOC
MYL9 (FI) TPM3
MYL9 (FI) ROCK2
MYL9 (FI) TLN1
MYL9 (FI) MYLK4
MYL9 (FI) RHOA
MYL9 (FI) RHOB
MYL9 (FI) RAC1
ZBTB48 (FI) ZNF121
MYL9 (FI) MYLK3
MYL9 (FI) MYLK2
ZBTB48 (FI) ZNF287
ZBTB48 (FI) ZNF408
ZBTB48 (FI) ZNF142
ZBTB48 (FI) ZNF281
ZBTB48 (FI) ZNF383
ZBTB48 (FI) ZNF486
ZBTB48 (FI) ZNF341
ZBTB48 (FI) ZNF317
ZBTB48 (FI) ZNF449
ZBTB48 (FI) ZNF771
ZBTB48 (FI) ZNF444
ZBTB48 (FI) ZNF446
ZBTB48 (FI) ZNF76
ZBTB48 (FI) ZNF14
ZBTB48 (FI) ZNF692
ZBTB48 (FI) ZNF667
ZBTB48 (FI) ZBTB8A
ZBTB48 (FI) ZBTB7A
ZBTB48 (FI) ZSCAN4
ZBTB48 (FI) ZNF518A
NME7 (FI) TUBGCP2
NME7 (FI) TUBGCP4
ZBTB48 (FI) ZBTB9
ZBTB48 (FI) ZBTB6
NME7 (FI) TUBGCP5
NME7 (FI) NUMA1
NME7 (FI) TUBGCP3
NME7 (FI) TUBGCP6
NME7 (FI) PRKAR2B
NME7 (FI) TUBB
NME7 (FI) TUBA1A
NME7 (FI) TUBA4A
NME7 (FI) SDCCAG8
NME7 (FI) PAFAH1B1
NME7 (FI) PRKACA
NME7 (FI) SFI1
NME7 (FI) PLK1
NME7 (FI) PPP2R1A
NME7 (FI) SSNA1
NME7 (FI) PLK4
NME7 (FI) TUBG2
NME7 (FI) TUBG1
NME7 (FI) PCNT
NME7 (FI) PCM1
NME7 (FI) YWHAE
NME7 (FI) YWHAG
NME7 (FI) OFD1
NME7 (FI) ODF2
MYL6 (FI) MYLK4
MYL6 (FI) MYLK2
MYL6 (FI) ROCK1
MYL6 (FI) ROCK2
MYL6 (FI) SORBS3
MYL6 (FI) SORBS1
MYL6 (FI) MYLK3
MYL6 (FI) MYL6B
MYL6 (FI) PPP1R12B
MYL6 (FI) TPM2
MYL6 (FI) PPP1R12C
MYL6 (FI) PPP1R12A
MYL6 (FI) TPM1
MYL6 (FI) TLN1
MYL6 (FI) TPM3
MYL6 (FI) TPM4
MYL6 (FI) PPP1CC
MYL6 (FI) PPP1CB
MYL6 (FI) VCL
MYL6 (FI) PXN
MYL6 (FI) RHOB
MYL6 (FI) RHOA
MYL6 (FI) PPP1CA
MYL6 (FI) RHOC
MYL6 (FI) PAK1
MYL6 (FI) PAK2
MYL6 (FI) RAC1
MYL6 (FI) MYO18A
MYL6 (FI) MYL7
GSC (FI) IRF4
MYL6 (FI) MYLK
MYL6 (FI) MYL9
GSC (FI) ZEB1
GSC (FI) ZNF143
GSC (FI) MEF2A
GSC (FI) MEF2C
GSC (FI) USF1
GSC (FI) USF2
GSC (FI) NFKB1
GSC (FI) TFAP2C
GSC (FI) RAD21
GSC (FI) STAT3
GSC (FI) SUZ12
GSC (FI) SPI1
GSC (FI) YY1
GSC (FI) RB1
GSC (FI) TFDP1
GSC (FI) RXRA
GSC (FI) POU2F2
GSC (FI) PAX5
GSC (FI) SP1
GSC (FI) PBX3
IL6ST (FI) IRS2
IL6ST (FI) JAK1
GSC (FI) TCF12
IL6ST (FI) IRS1
IL6ST (FI) PTPN11
IL6ST (FI) PIAS1
IL6ST (FI) JAK2
IL6ST (FI) JAK3
IL6ST (FI) STAT5B
IL6ST (FI) STAT3
IL6ST (FI) PIAS3
IL6ST (FI) STAT5A
IL6ST (FI) STAT2
IL6ST (FI) VAV1
IL6ST (FI) STAT4
IL6ST (FI) STAT1
IL6ST (FI) LEP
IL6ST (FI) OSM
IL6ST (FI) TSLP
IL6ST (FI) LIF
IL6ST (FI) MAP2K2
IL6ST (FI) MAP2K1
IL6ST (FI) PRL
IL6ST (FI) THPO
IL6ST (FI) IL9
IL6ST (FI) TYK2
IL6ST (FI) MAP2K6
IL6ST (FI) IL7
IL6ST (FI) SLA2
IL6ST (FI) SHC1
IL6ST (FI) SOS2
IL6ST (FI) SOS1
IL6ST (FI) SOCS3
IL6ST (FI) PTPRE
IL6ST (FI) PDGFA
IL6ST (FI) PDGFB
IL6ST (FI) PIK3CD
IL6ST (FI) PIK3CA
IL6ST (FI) PRKCD
IL6ST (FI) OSMR
IL6ST (FI) PIK3R3
IL6ST (FI) PIK3R1
IL6ST (FI) PIK3CB
IL6ST (FI) PIK3R2
IL6ST (FI) LIFR
IL6ST (FI) MAPK3
IL6ST (FI) LMO4
IL6ST (FI) MITF
PRNP (FI) PSMD13
PRNP (FI) PSMD14
IL6ST (FI) MAPK1
PRNP (FI) PSMD12
PRNP (FI) PSMB5
PRNP (FI) PSMB7
PRNP (FI) PSMD11
PRNP (FI) PSMB6
PRNP (FI) PSMB4
PRNP (FI) PSMB3
PRNP (FI) PSMB2
PRNP (FI) PSMB1
PRNP (FI) PSMA7
PRNP (FI) PSMA6
PRNP (FI) PSMA5
PRNP (FI) PSMA4
PRNP (FI) PSMA3
PRNP (FI) PSMA2
PRNP (FI) PSMA8
PRNP (FI) PSMA1
PRNP (FI) PSMD9
PRNP (FI) PSMD2
PRNP (FI) PSMD8
PRNP (FI) PSMD7
PRNP (FI) PSMD3
PRNP (FI) PSMD6
PRNP (FI) PSMD1
PRNP (FI) PSMD4
PRNP (FI) PSMC3
PRNP (FI) PSMC2
PRNP (FI) PSMC6
PRNP (FI) PSMC1
PRNP (FI) TRAF6
PRNP (FI) UBL4A
PRNP (FI) PSMC5
PRNP (FI) PSMC4
PRNP (FI) SGTA
PRNP (FI) RYR3
PRNP (FI) SOD1
PRNP (FI) RPSA
PRNP (FI) STIP1
CACNA1C (FI) CALML3
PRNP (FI) RYR2
PRNP (FI) RYR1
CACNA1C (FI) CALML6
CACNA1C (FI) CAMK2G
CACNA1C (FI) CALML4
CACNA1C (FI) CALML5
CACNA1C (FI) CAMK2D
CACNA1C (FI) CALM1
CACNA1C (FI) CAMK2A
CACNA1C (FI) CAMK2B
CACNA1C (FI) CACNA2D2
CACNA1C (FI) HTR2C
CACNA1C (FI) CALM3
CACNA1C (FI) GRIN1
CACNA1C (FI) PRKCA
CACNA1C (FI) PRKCB
CACNA1C (FI) HTR2A
CACNA1C (FI) HTR2B
CACNA1C (FI) PRKG2
CACNA1C (FI) PRKACB
CACNA1C (FI) PRKCG
CACNA1C (FI) PRKG1
CACNA1C (FI) INS
CACNA1C (FI) GNAI1
CACNA1C (FI) PRKACA
CACNA1C (FI) PRKACG
CACNA1C (FI) GNAO1
CACNA1C (FI) GNGT2
CACNA1C (FI) GNAI3
CACNA1C (FI) GNAI2
CACNA1C (FI) GNG12
CACNA1C (FI) GNG11
CACNA1C (FI) GNGT1
CACNA1C (FI) GNG13
CACNA1C (FI) GNG3
CACNA1C (FI) GNG2
CACNA1C (FI) GNG10
CACNA1C (FI) GNG4
CACNA1C (FI) GNG5
CACNA1C (FI) GNB5
CACNA1C (FI) GNG8
CACNA1C (FI) GNG7
CACNA1C (FI) GNB2
CACNA1C (FI) GNB1
CACNA1C (FI) GNB4
CACNA1C (FI) GNB3
CACNA1C (FI) CACNB3
CACNA1C (FI) CACNG4
CACNA1C (FI) CACNB1
CACNA1C (FI) CACNB2
CACNA1C (FI) CACNG8
CACNA1C (FI) KCNMB4
CACNA1C (FI) CACNG6
CACNA1C (FI) CACNG7
CACNA1C (FI) KCNMB3
CACNA1C (FI) KCNMA1
CACNA1C (FI) KCNMB1
CACNA1C (FI) KCNMB2
CACNA1C (FI) PPP3CA
CACNA1C (FI) PPP3CB
CACNA1C (FI) PPP2CB
CACNA1C (FI) PPP2CA
CACNA1C (FI) PPP1CA
CACNA1C (FI) PPP1CB
CACNA1C (FI) PPP3CC
CACNA1C (FI) KCNJ11
CACNA1C (FI) PPP2R5D
CACNA1C (FI) PPP2R5E
CACNA1C (FI) PPP1CC
CACNA1C (FI) NCAM1
CACNA1C (FI) PPP2R5A
CACNA1C (FI) PPP2R3B
CACNA1C (FI) PPP2R5B
CACNA1C (FI) PPP2R5C
CACNA1C (FI) PPP2R2D
CACNA1C (FI) PPP2R2A
CACNA1C (FI) PPP2R3C
CACNA1C (FI) PPP2R2C
CACNA1C (FI) PPP2R1B
CACNA1C (FI) PPP2R1A
CACNA1C (FI) PPP2R2B
CACNA1C (FI) PPP2R3A
CACNA1C (FI) RASGRP3
CACNA1C (FI) RASGRP2
CACNA1C (FI) RYR2
CACNA1C (FI) RASGRP4
CACNA1C (FI) RASGRF2
CACNA1C (FI) RASGRF1
CACNA1C (FI) RASGRP1
CACNA1C (FI) NOS1
CACNA1C (FI) KCNU1
CACNA1C (FI) GRIN2D
CACNA1C (FI) STX1A
CACNA1C (FI) OXTR
CACNA1C (FI) GRIN2A
CACNA1C (FI) PRNP
CACNA1C (FI) GRIN2C
CACNA1C (FI) GRIN2B
TGFA (FI) TP53
TGFA (FI) TRAF6
TGFA (FI) WASL
TGFA (FI) USO1
TGFA (FI) TRAPPC2L
TGFA (FI) TRAPPC6B
TGFA (FI) UBA52
TGFA (FI) TRAPPC10
TGFA (FI) UBC
TGFA (FI) TRAPPC1
TGFA (FI) TRAPPC6A
TGFA (FI) UBB
TGFA (FI) TRAPPC3
TGFA (FI) TRAPPC4
TGFA (FI) TRAPPC9
TGFA (FI) TRAPPC5
EPHA2 (FI) SHC2
EPHA2 (FI) SHC3
TGFA (FI) TRIP10
EPHA2 (FI) SHC1
EPHA2 (FI) PIK3CA
EPHA2 (FI) PIK3R1
EPHA2 (FI) SHC4
EPHA2 (FI) RHOA
EPHA2 (FI) PTK2
EPHA2 (FI) INPPL1
EPHA2 (FI) PDGFRA
EPHA2 (FI) RAC1
EPHA2 (FI) PTPN11
EPHA2 (FI) NTF3
EPHA2 (FI) FLT3LG
EPHA2 (FI) NGEF
EPHA2 (FI) PDGFD
EPHA2 (FI) PDGFB
EPHA2 (FI) NTF4
EPHA2 (FI) PDGFA
EPHA2 (FI) IRS1
EPHA2 (FI) IGF1
EPHA2 (FI) PDGFC
EPHA2 (FI) NCK1
EPHA2 (FI) FGF20
EPHA2 (FI) FGF23
EPHA2 (FI) IGF2
EPHA2 (FI) FGF21
EPHA2 (FI) FGF10
EPHA2 (FI) FGF18
EPHA2 (FI) FGF22
EPHA2 (FI) FGF16
EPHA2 (FI) ITGB3
EPHA2 (FI) GIT1
EPHA2 (FI) FGF17
EPHA2 (FI) FGF19
EPHA2 (FI) VEGFC
EPHA2 (FI) GRB2
EPHA2 (FI) VEGFB
EPHA2 (FI) VEGFA
EPHA2 (FI) FGF8
EPHA2 (FI) FGF9
EPHA2 (FI) YES1
EPHA2 (FI) FGF1
EPHA2 (FI) FGF4
EPHA2 (FI) FGF5
EPHA2 (FI) FGF6
EPHA2 (FI) FGF7
EPHA2 (FI) FGR
EPHA2 (FI) FYN
EPHA2 (FI) FGF2
EPHA2 (FI) FGF3
EPHA2 (FI) FLT4
EPHA2 (FI) INS
EPHA2 (FI) HCK
EPHA2 (FI) HGF
EPHA2 (FI) MET
EPHA2 (FI) PLCB4
EPHA2 (FI) LCK
EPHA2 (FI) LYN
EPHA2 (FI) PLCB1
EPHA2 (FI) NGF
EPHA2 (FI) PLCB2
EPHA2 (FI) PLCB3
EPHA2 (FI) KITLG
EPHA2 (FI) VAV2
EPHA2 (FI) PGF
EPHA2 (FI) EREG
EPHA2 (FI) RYK
EPHA2 (FI) SRC
EPHA2 (FI) VAV3
EPHA2 (FI) RET
EPHA2 (FI) EPHA4
EPHA2 (FI) EPHA3
EPHA2 (FI) EPHA6
EPHA2 (FI) EPHA5
EPHA2 (FI) EPHB6
EPHA2 (FI) EPHB4
EPHA2 (FI) EPHA8
EPHA2 (FI) EPHA7
EPHA2 (FI) EPHB1
EPHA2 (FI) TIAM1
EPHA2 (FI) EPHB3
EPHA2 (FI) EPHB2
EPHA2 (FI) NTRK3
EPHA2 (FI) TGFA
EPHA2 (FI) TP53
EPHA2 (FI) RASA1
TIMM8B (FI) TOMM22
TIMM8B (FI) TIMM9
TIMM9 (FI) TOMM20
TIMM9 (FI) TOMM22
PIP4K2B (FI) PLCG1
PIP4K2B (FI) PLCD1
PIP4K2B (FI) VCL
PIP4K2B (FI) PLCG2
PIP4K2B (FI) PLCE1
PIP4K2B (FI) PLCB1
PIP4K2B (FI) PLCD3
PIP4K2B (FI) PLCD4
PIP4K2B (FI) PLCB4
PIP4K2B (FI) PLCZ1
PIP4K2B (FI) PLCB3
PIP4K2B (FI) PLCB2
PIP4K2B (FI) ROCK1
PIP4K2B (FI) ROCK2
PIP4K2B (FI) SYNJ2
PIP4K2B (FI) SYNJ1
PIP4K2B (FI) PIP5K1A
PIP4K2B (FI) PIP5K1B
PIP4K2B (FI) PIP4K2C
PIP4K2B (FI) PIP5K1C
CD46 (FI) STAT3
CD46 (FI) MSN
PIP4K2B (FI) SCIN
PIP4K2B (FI) PTEN
PCDHB13 (FI) PCDHB2
PCDHB13 (FI) PCDHB6
CD46 (FI) CFI
VDAC2 (FI) VDAC3
PCDHB13 (FI) PCDHB3
PCDHB13 (FI) PCDHB8
PCDHB13 (FI) PCDHB5
PCDHB13 (FI) PCDHB4
PCDHB13 (FI) PCDHGA10
PCDHB13 (FI) PCDHGA12
PCDHB13 (FI) PCDHB7
PCDHB13 (FI) PCDHGA11
PCDHB13 (FI) PCDHGC4
PCDHB13 (FI) PCDHGB4
PCDHB13 (FI) PCDHGC5
PCDHB13 (FI) PCDHGC3
PCDHB13 (FI) PCDHGB6
PCDHB13 (FI) PCDHGB7
PCDHB13 (FI) PCDHGB2
PCDHB13 (FI) PCDHGB1
PCDHB13 (FI) PCDHGA2
PCDHB13 (FI) PCDHGA7
PCDHB13 (FI) PCDHGA3
PCDHB13 (FI) PCDHGA1
PCDHB13 (FI) PCDHGA6
PCDHB13 (FI) PCDHB16
PCDHB13 (FI) PCDHGA8
PCDHB13 (FI) PCDHGA5
PCDHB12 (FI) PCDHB15
PCDHB12 (FI) PCDHB16
PCDHB13 (FI) PCDHB14
PCDHB13 (FI) PCDHB15
PCDHB12 (FI) PCDHGA8
PCDHB12 (FI) PCDHGA6
PCDHB12 (FI) PCDHB13
PCDHB12 (FI) PCDHB14
PCDHB12 (FI) PCDHGA5
PCDHB12 (FI) PCDHGA2
PCDHB12 (FI) PCDHGA7
PCDHB12 (FI) PCDHGA1
PCDHB12 (FI) PCDHGC4
PCDHB12 (FI) PCDHGC5
PCDHB12 (FI) PCDHGA3
PCDHB12 (FI) PCDHGC3
PCDHB12 (FI) PCDHGB2
PCDHB12 (FI) PCDHGB6
PCDHB12 (FI) PCDHGB7
PCDHB12 (FI) PCDHGB1
PCDHB12 (FI) PCDHB3
PCDHB12 (FI) PCDHB4
PCDHB12 (FI) PCDHGB4
PCDHB12 (FI) PCDHB2
PCDHB12 (FI) PCDHB7
PCDHB12 (FI) PCDHB8
PCDHB12 (FI) PCDHB5
PCDHB12 (FI) PCDHB6
PCDHB12 (FI) PCDHGA10
CD80 (FI) IL33
PCDHB12 (FI) PCDHGA11
PCDHB12 (FI) PCDHGA12
CD80 (FI) JUN
CD80 (FI) STK39
CD80 (FI) FYN
CD80 (FI) ITK
CD80 (FI) LCK
CD80 (FI) LYN
CD80 (FI) IRF3
CD80 (FI) STAT4
CD80 (FI) GAB2
CD80 (FI) CDC42
CD80 (FI) SRC
CD80 (FI) PDCD1LG2
CD80 (FI) GRB2
CD80 (FI) PTPN11
CD80 (FI) IL2RA
CD80 (FI) YES1
CD80 (FI) LILRB3
CD80 (FI) CTLA4
CD80 (FI) HAVCR2
CD80 (FI) LILRB4
CD80 (FI) TNFSF13B
CD80 (FI) TBX21
CD80 (FI) IL1RL1
CD80 (FI) IL1RAP
CD80 (FI) CTCF
CD80 (FI) VAV1
CD80 (FI) GRAP2
CD80 (FI) PTPRC
CD80 (FI) TRAF6
CD80 (FI) CD86
CD80 (FI) MYD88
CD80 (FI) TLR4
CD80 (FI) PRKCQ
CD80 (FI) RAC1
CD80 (FI) CD8B
CD80 (FI) CD8A
CD80 (FI) HLA-DRB1
CD80 (FI) ZAP70
CD80 (FI) NFKB1
CD80 (FI) FCGR3A
CD80 (FI) SIGLEC9
CD80 (FI) PIK3R3
CD80 (FI) IRAK1
CD80 (FI) IRAK4
CD80 (FI) HLA-A
CD80 (FI) PIK3CA
CD80 (FI) PIK3R2
CD80 (FI) PIK3R1
CD80 (FI) HLA-DRA
CD80 (FI) JAK2
CD80 (FI) PIK3CG
CD80 (FI) PIK3CB
ZNF460 (FI) ZNF90
ZNF460 (FI) ZNF74
CD80 (FI) EP300
ZNF460 (FI) ZNF92
ZNF460 (FI) ZNF785
ZNF460 (FI) ZNF708
ZNF460 (FI) ZNF763
ZNF460 (FI) ZNF787
ZNF460 (FI) ZNF713
ZNF460 (FI) ZNF687
ZNF460 (FI) ZNF711
ZNF460 (FI) ZNF714
ZNF460 (FI) ZNF646
ZNF460 (FI) ZNF653
ZNF460 (FI) ZNF683
ZNF460 (FI) ZNF692
ZNF460 (FI) ZNF676
ZNF460 (FI) ZNF671
ZNF460 (FI) ZNF664
ZNF460 (FI) ZNF679
ZNF460 (FI) ZNF621
ZNF460 (FI) ZNF575
ZNF460 (FI) ZNF670
ZNF460 (FI) ZNF613
ZNF460 (FI) ZNF550
ZNF460 (FI) ZNF510
ZNF460 (FI) ZNF581
ZNF460 (FI) ZNF524
ZNF460 (FI) ZNF497
ZNF460 (FI) ZXDB
ZNF460 (FI) ZNF486
ZNF460 (FI) ZNF485
ZNF460 (FI) ZSCAN20
ZNF460 (FI) ZSCAN4
ZNF460 (FI) ZXDA
ZNF460 (FI) ZSCAN29
RAB7A (FI) SH3KBP1
RAB7A (FI) STX10
RAB7A (FI) VCP
RAB7A (FI) VAMP7
RAB7A (FI) VPS39
RAB7A (FI) VPS29
RAB7A (FI) STX12
RAB7A (FI) VPS35
RAB7A (FI) VPS18
RAB7A (FI) VPS41
RAB7A (FI) VPS11
RAB7A (FI) VPS16
RAB7A (FI) VPS33B
RAB7A (FI) VPS33A
RAB7A (FI) VPS26B
RAB7A (FI) VPS26A
RAB7A (FI) SEH1L
RAB7A (FI) YIPF5
RAB7A (FI) RACGAP1
RAB7A (FI) RAB9A
RAB7A (FI) SEC22B
RAB7A (FI) TUBB8
RAB7A (FI) TBC1D17
RAB7A (FI) TBC1D15
RAB7A (FI) TUBB1
RAB7A (FI) TUBA8
RAB7A (FI) TUBB6
RAB7A (FI) TUBB3
RAB7A (FI) STX8
RAB7A (FI) STX6
RAB7A (FI) VAPA
RAB7A (FI) TUBB
RAB7A (FI) TUBA3E
RAB7A (FI) TUBA1A
RAB7A (FI) TUBA4A
RAB7A (FI) TUBA3D
RAB7A (FI) TUBAL3
RAB7A (FI) TUBB2A
RAB7A (FI) TUBA1B
RAB7A (FI) TUBA1C
RAB7A (FI) SNX6
RAB7A (FI) SNX1
RAB7A (FI) TUBB2B
RAB7A (FI) SNX5
RAB7A (FI) RGP1
RAB7A (FI) RILP
RAB7A (FI) SNX2
RAB7A (FI) SNX3
RAB7A (FI) RHOJ
RAB7A (FI) TCIRG1
RAB7A (FI) RIN3
RAB7A (FI) RHOB
RAB7A (FI) TBC1D2
RAB7A (FI) VTI1B
RAB7A (FI) TSG101
RAB7A (FI) USP33
FBL (FI) PRPF31
FBL (FI) IMP3
RAB7A (FI) SPTBN2
RAB7A (FI) RNF115
FBL (FI) RPS15A
FBL (FI) UTP20
FBL (FI) IMP4
FBL (FI) RPS27L
FBL (FI) WDR3
FBL (FI) GAR1
FBL (FI) UTP15
FBL (FI) UTP18
FBL (FI) FCF1
FBL (FI) MRTO4
FBL (FI) XRN2
FBL (FI) RSL1D1
FBL (FI) PDCD11
FBL (FI) UTP3
FBL (FI) PIH1D1
FBL (FI) ZNHIT3
FBL (FI) UTP14A
FBL (FI) RBM28
FBL (FI) UTP6
FBL (FI) MPHOSPH10
FBL (FI) RPL5
FBL (FI) RPL7
FBL (FI) RRP9
FBL (FI) RRP1
FBL (FI) RPS5
FBL (FI) RPS6
FBL (FI) RPS8
FBL (FI) RPS9
FBL (FI) WDR36
FBL (FI) WDR46
FBL (FI) RPS7
FBL (FI) RPS2
FBL (FI) TBL3
FBL (FI) HEATR1
FBL (FI) WDR43
FBL (FI) WDR75
FBL (FI) MYBBP1A
FBL (FI) NAT10
FBL (FI) RRP12
FBL (FI) RRP7A
FBL (FI) FTSJ3
FBL (FI) PWP2
FBL (FI) SYNCRIP
FBL (FI) RRBP1
FBL (FI) RCL1
FBL (FI) RPS27
FBL (FI) RPL10A
FBL (FI) PES1
FBL (FI) RPS11
FBL (FI) RPS14
FBL (FI) RPS28
FBL (FI) RPS3A
FBL (FI) RPS24
FBL (FI) RPS19
FBL (FI) RPS13
FBL (FI) RPS23
FBL (FI) RPL31
FBL (FI) RPL19
FBL (FI) RPS16
FBL (FI) RPS18
FBL (FI) RPL26
FBL (FI) NOP2
FBL (FI) RPL15
FBL (FI) RPL11
FBL (FI) NIP7
FBL (FI) NOP14
FBL (FI) NOL6
FBL (FI) NHP2
FBL (FI) NOL11
FBL (FI) NOL12
FBL (FI) NOP56
FBL (FI) NOP58
FBL (FI) NOC4L
FBL (FI) NCL
FBL (FI) HNRNPU
FBL (FI) NOLC1
FBL (FI) GTPBP4
FBL (FI) LYAR
FBL (FI) MPHOSPH6
FBL (FI) KRR1
DDIT4 (FI) YWHAE
DDIT4 (FI) YWHAQ
DDIT4 (FI) YWHAZ
DDIT4 (FI) YWHAB
DDIT4 (FI) SFN
DDIT4 (FI) SP1
DDIT4 (FI) YWHAH
DDIT4 (FI) YWHAG
DDIT4 (FI) TBC1D7
DDIT4 (FI) EP300
DDIT4 (FI) TSC1
DDIT4 (FI) TSC2
HMGA2 (FI) VRK1
HMGA2 (FI) RUNX1
DDIT4 (FI) HIF1A
DDIT4 (FI) NR3C1
HMGA2 (FI) LMNB1
HMGA2 (FI) RB1
HMGA2 (FI) TP53
HMGA2 (FI) UBN1
HMGA2 (FI) XRCC5
HMGA2 (FI) XRCC6
HMGA2 (FI) SP3
HMGA2 (FI) SP1
HMGA2 (FI) PARP1
HMGA2 (FI) ZNF263
HMGA2 (FI) PSMC5
HMGA2 (FI) PSIP1
HMGA1 (FI) HNRNPD
HMGA1 (FI) SEH1L
HMGA2 (FI) SMAD3
HMGA2 (FI) SMAD2
HMGA1 (FI) TPR
HMGA1 (FI) RB1
HMGA1 (FI) SEC13
HMGA1 (FI) PPIA
HMGA1 (FI) NPM1
HMGA1 (FI) STAT6
HMGA1 (FI) RANBP2
HMGA1 (FI) MTA2
HMGA1 (FI) NUP205
HMGA1 (FI) NUP210
HMGA1 (FI) POM121C
HMGA1 (FI) NUP214
HMGA1 (FI) NUP155
HMGA1 (FI) NUP153
HMGA1 (FI) NUP188
HMGA1 (FI) NUP160
HMGA1 (FI) RPS6KB1
HMGA1 (FI) ZBTB7A
HMGA1 (FI) NUP133
HMGA1 (FI) NUP107
HMGA1 (FI) JUND
HMGA1 (FI) KPNA1
HMGA1 (FI) HP1BP3
HMGA1 (FI) SMARCA4
HMGA1 (FI) PARP1
HMGA1 (FI) PSIP1
HMGA1 (FI) XRCC5
HMGA1 (FI) XRCC6
HMGA1 (FI) POM121
HMGA1 (FI) TP53
HMGA1 (FI) PRKDC
HMGA1 (FI) HNRNPAB
HMGA1 (FI) LMNB1
HMGA1 (FI) NUP85
HMGA1 (FI) UBN1
HMGA1 (FI) RAE1
HMGA1 (FI) NUP98
HMGA1 (FI) NUP37
HMGA1 (FI) NUP88
HMGA1 (FI) NUP93
HMGA1 (FI) NUP50
HMGA1 (FI) NUP54
HMGA1 (FI) NUP35
HMGA1 (FI) NUP43
PCDHB16 (FI) PCDHGA2
PCDHB16 (FI) PCDHGA3
