shared name
RAB40A (FI) RAB40AL
SPINK1 (FI) TCF7L2
RNF166 (FI) USP2
RNF166 (FI) UBE2K
RNF166 (FI) UBE2H
CPE (FI) INS
CPE (FI) PMCH
KCTD3 (FI) KCTD7
KCTD3 (FI) SHKBP1
HYAL1 (FI) MYC
ACSL1 (FI) CPT1B
ACSL1 (FI) CPT1A
ACSL1 (FI) CPT1C
ACSL1 (FI) RXRB
ACSL1 (FI) RXRA
ACSL1 (FI) RXRG
ACSL1 (FI) PPARG
ACSL1 (FI) PPARA
CDK13 (FI) RB1
CDK13 (FI) CDK9
CDK13 (FI) CDK4
CDK13 (FI) HSP90AB1
DEFA4 (FI) DEFA6
BLOC1S1 (FI) DTNBP1
BLOC1S1 (FI) SNAPIN
BLOC1S1 (FI) BLOC1S3
BLOC1S1 (FI) BLOC1S2
BLOC1S1 (FI) NAPA
BLOC1S1 (FI) TXNDC5
ALOX15 (FI) SAT2
ALOX15 (FI) SAT1
ARFGEF2 (FI) EXOC7
ARFGEF2 (FI) RAB11A
SRM (FI) TFAP2A
KCNK9 (FI) PLCB3
KCNK9 (FI) PLCB2
KCNK9 (FI) PLCB1
KCNK9 (FI) PLCB4
KCNK3 (FI) PLCB1
KCNK3 (FI) PLCB2
KCNK3 (FI) PLCB3
KCNK3 (FI) PLCB4
KCNK3 (FI) KCNK9
DKK4 (FI) LRP5
DKK4 (FI) LRP6
DKK4 (FI) WNT16
DKK4 (FI) WNT11
DKK4 (FI) WNT5A
DKK4 (FI) WNT5B
DKK4 (FI) WNT3A
DKK4 (FI) WNT2B
DKK4 (FI) WNT9A
DKK4 (FI) WNT9B
DKK4 (FI) WNT8B
DKK4 (FI) WNT8A
DKK4 (FI) WNT7A
DKK4 (FI) WNT7B
DKK4 (FI) WNT10A
DKK4 (FI) WNT10B
DKK4 (FI) WNT3
DKK4 (FI) WNT2
DKK4 (FI) WNT1
DKK4 (FI) WNT6
DKK4 (FI) WNT4
GOPC (FI) RHOQ
SLC44A3 (FI) SP1
HPRT1 (FI) MTAP
HPRT1 (FI) PRTFDC1
ABCC11 (FI) ABCC12
NDOR1 (FI) NUBP1
NDOR1 (FI) NUBP2
ARID5A (FI) EBF1
ARID5A (FI) THRA
ARID5A (FI) GLIS2
ARID5A (FI) OLIG3
ARID5A (FI) RBPJ
ARID5A (FI) RBPJL
SON (FI) YY1
EPB41L4A (FI) EPB41L4B
EPB41L4A (FI) EPB41L5
APRT (FI) HPRT1
APRT (FI) GMPS
NKX1-2 (FI) RHOXF2B
ARHGEF16 (FI) RHOA
ARHGEF16 (FI) RHOC
ARHGEF16 (FI) RHOB
ARHGEF16 (FI) RAC1
LOXL3 (FI) LOXL4
RER1 (FI) SCFD1
TSPAN15 (FI) TSPAN5
ALDH2 (FI) CS
ALDH2 (FI) FH
ALDH2 (FI) RPE
CAPRIN2 (FI) LRP6
CAPRIN2 (FI) FXR2
CAPRIN2 (FI) FXR1
PON1 (FI) PON3
ALOX15B (FI) MEF2C
ALOX15B (FI) MEF2A
ALOX15B (FI) NFKB1
ALOX15B (FI) RAD21
DCAF12 (FI) DDB1
MAGEF1 (FI) NSMCE1
CLEC4G (FI) PILRA
AMN (FI) APOA1
AMN (FI) CUBN
ELSPBP1 (FI) NFATC1
ELSPBP1 (FI) NKX2-5
ELSPBP1 (FI) MEF2C
ELSPBP1 (FI) HAND2
ELSPBP1 (FI) HAND1
CLDN19 (FI) GATA4
CLDN19 (FI) PARD3
CLDN19 (FI) TJP3
CLDN19 (FI) TJP1
SLC24A3 (FI) SLC8A2
SLC24A3 (FI) SLC24A4
COMMD6 (FI) COMMD7
ARHGAP33 (FI) RAC1
ARHGAP33 (FI) RHOQ
ALOXE3 (FI) EP300
GTF2A1L (FI) TBPL1
GTF2A1L (FI) TBPL2
GTF2A1L (FI) GTF2A2
GTF2A1L (FI) TAF4B
GTF2A1L (FI) TAF13
GTF2A1L (FI) TAF4
GTF2A1L (FI) TAF5
GTF2A1L (FI) TBP
IFI35 (FI) TRIM21
IFI35 (FI) IFIT3
IFI35 (FI) IFI6
IFI35 (FI) NMI
PPFIBP2 (FI) PTPRS
PPFIBP2 (FI) PTPRF
PPFIBP2 (FI) PTPRD
CXXC5 (FI) ESR1
CXXC5 (FI) FOXL2
RNF25 (FI) UBE2E1
RNF25 (FI) UBE2D3
RNF25 (FI) UBE2D2
PIGM (FI) PIGP
PIGM (FI) PIGV
PIGM (FI) PIGZ
PIGM (FI) PIGX
AKAP3 (FI) ROPN1
AKAP3 (FI) AKAP4
AKAP3 (FI) ROPN1B
AKAP3 (FI) ROPN1L
ADAM23 (FI) LGI1
ADAM23 (FI) LGI2
ADAM23 (FI) LGI3
ADAM23 (FI) LGI4
ADAM23 (FI) ADAM28
ADAM23 (FI) ADAM33
ADAM23 (FI) ADAM32
ADAM23 (FI) CACNG2
ADAM23 (FI) CACNG4
ADAM23 (FI) CACNG3
ADAM23 (FI) CACNG8
ADAM23 (FI) ADAM8
ADAM23 (FI) DLG4
RFX7 (FI) RFXANK
RFX7 (FI) RFXAP
ALDH1A1 (FI) ALDH1A3
ALDH1A1 (FI) ALDH1A2
ALDH1A1 (FI) TLX1
TNFRSF18 (FI) TNFSF18
TNFRSF18 (FI) TNFRSF25
ACP1 (FI) EFNA1
ACP1 (FI) CTNNB1
ACP1 (FI) EPHA2
PAQR3 (FI) RAF1
SLCO3A1 (FI) SLCO4A1
AHSP (FI) HBA1
AHSP (FI) HBA2
AHSP (FI) GATA1
STOM (FI) VAPA
ENC1 (FI) FOS
PNPT1 (FI) STAT1
KCNN4 (FI) PRKCG
KCNN4 (FI) PRKCA
KCNN4 (FI) PRKCB
BTG3 (FI) CNOT7
BTG3 (FI) PABPC4
BTG3 (FI) PABPC3
BTG3 (FI) PABPC1
BTG3 (FI) PABPC5
BTG3 (FI) PABPC1L2A
NAA16 (FI) NAA50
NAA16 (FI) NAA25
GJA4 (FI) GJB4
GJA4 (FI) GJB3
NAP1L5 (FI) TSPYL4
IQSEC2 (FI) IQSEC3
AAMP (FI) EGFR
AAMP (FI) TBXA2R
AAMP (FI) NOD2
KCTD11 (FI) KCTD21
LTBP3 (FI) TGFB1
LTBP3 (FI) TGFB2
LTBP3 (FI) TGFB3
CAMSAP1 (FI) TUBB2B
AQP2 (FI) PRKACG
AQP2 (FI) PRKACA
AQP2 (FI) PRKACB
AQP2 (FI) CREB3L2
AQP2 (FI) CREB3L3
AQP2 (FI) CREB3L1
AQP2 (FI) CREB3L4
AQP2 (FI) RAB11FIP2
AQP2 (FI) CREB1
AQP2 (FI) CREB5
AQP2 (FI) CREB3
AQP2 (FI) MYO5B
AQP2 (FI) RAB11A
AQP2 (FI) TFAP2A
HEATR3 (FI) RPL11
HEATR3 (FI) RPL5
HEATR3 (FI) TNPO1
SLC34A3 (FI) SLC9A3R1
SLC34A3 (FI) VDR
AKR1A1 (FI) AKR1B1
MPZ (FI) PMP22
ENPP1 (FI) ENPP3
CTDSPL (FI) SMAD2
CTDSPL (FI) SMAD3
CTDSPL (FI) SMAD1
GNLY (FI) JUN
GNLY (FI) NFKB1
GNLY (FI) PRF1
ATP8A1 (FI) TMEM30A
ANO1 (FI) CLCA4
ANO1 (FI) CLCA1
ANO1 (FI) CLCA2
ANO1 (FI) TMPRSS2
ANO1 (FI) CLCA3P
ANO1 (FI) ANO2
LIMS2 (FI) PARVA
MYO5B (FI) RAB11FIP2
MYO5B (FI) RAB25
MYO5B (FI) MYO5C
MYO5B (FI) RAB11A
PUS3 (FI) PUS7L
PUS3 (FI) RPUSD4
PRDM15 (FI) ZNF383
PRDM15 (FI) ZBTB47
PRDM15 (FI) ZBTB7A
PRDM15 (FI) ZNF48
BACE2 (FI) HPN
BACE2 (FI) RTN4
BACE2 (FI) RTN3
MS4A7 (FI) SIGLEC9
BOLA3 (FI) NDUFAB1
BOLA3 (FI) NFU1
BOLA3 (FI) GLRX3
BOLA3 (FI) GLRX5
DEDD2 (FI) ZBTB33
APIP (FI) CYCS
APIP (FI) AVEN
APIP (FI) CASP9
APIP (FI) CARD8
ANKLE2 (FI) PPP2CA
ANKLE2 (FI) VRK1
ANKLE2 (FI) SIRT2
ANKLE2 (FI) PPP2R1A
ANKLE2 (FI) PPP2R2A
ANKLE2 (FI) BANF1
BMP2K (FI) DNAJC6
DAZL (FI) TIAL1
DNASE1L1 (FI) DNASE1L2
APEX2 (FI) EXO1
APEX2 (FI) TDP1
APEX2 (FI) APTX
APEX2 (FI) PCNA
APEX2 (FI) DNASE1L1
APEX2 (FI) DNASE1L2
ADAMTS8 (FI) CTCF
MEOX1 (FI) MEOX2
MEOX1 (FI) SPIC
MEOX1 (FI) ZNF410
MEOX1 (FI) PAX3
MEOX1 (FI) PAX1
FFAR3 (FI) GNG2
FFAR3 (FI) GNB1
FFAR3 (FI) GNAQ
FFAR3 (FI) GNA11
FFAR3 (FI) GNA15
FFAR3 (FI) GNA14
IL18BP (FI) IL18RAP
IL18BP (FI) IL18R1
SLC11A1 (FI) TFAP2A
CD200 (FI) CD200R1
CD200 (FI) KIR3DL2
HM13 (FI) HMOX1
ARSB (FI) TFAP2A
ARSB (FI) EP300
ARSB (FI) SUMF1
ARSB (FI) SUMF2
DOK6 (FI) PSPN
DOK6 (FI) NTRK3
DOK6 (FI) NRTN
DOK6 (FI) GFRA2
DOK6 (FI) GFRA1
DOK6 (FI) GFRA4
DOK6 (FI) GFRA3
DOK6 (FI) RET
DOK6 (FI) SRC
DOK6 (FI) GDNF
KCTD18 (FI) KCTD21
MTMR12 (FI) MTMR2
CDS2 (FI) DGKQ
CDS2 (FI) DGKZ
CDS2 (FI) DGKA
CDS2 (FI) DGKB
CDS2 (FI) DGKD
CDS2 (FI) DGKE
CDS2 (FI) DGKG
CDS2 (FI) DGKH
CDS2 (FI) DGKI
CDS2 (FI) DGKK
CASP12 (FI) CASP3
CASP12 (FI) CASP7
CASP12 (FI) CASP4
CASP12 (FI) TRAF2
PPP1R9A (FI) PPP1R9B
PPP1R9A (FI) RHOF
CD109 (FI) GPLD1
CHTF8 (FI) DSCC1
CHTF8 (FI) RFC3
CHTF8 (FI) RFC4
CHTF8 (FI) RFC5
CHTF8 (FI) RFC2
AMBN (FI) FAM20C
AMBN (FI) FAM20A
CYP8B1 (FI) RXRB
CYP8B1 (FI) RXRA
CYP8B1 (FI) RXRG
CYP8B1 (FI) PPARA
CHRNA10 (FI) CHRNA9
CHRNA10 (FI) SLURP1
ODF1 (FI) SPATA20
ODF1 (FI) SPAG4
ODF1 (FI) ODF2
ETFA (FI) ETFDH
ETFA (FI) ETFB
ANKFY1 (FI) EHD1
ANKFY1 (FI) EHD3
ANKFY1 (FI) ZFYVE16
ANKFY1 (FI) SNX1
ANKFY1 (FI) SNX2
ANKFY1 (FI) SNX6
ANKFY1 (FI) RHOD
ANKFY1 (FI) VPS26A
ANKFY1 (FI) RUFY1
ANKFY1 (FI) VPS35
ANKFY1 (FI) VPS29
DCTPP1 (FI) RAD21
NEK4 (FI) STK24
SPPL2B (FI) SPPL3
SPPL2B (FI) TNF
CLDN11 (FI) TJP1
CLDN11 (FI) TJP3
CLDN11 (FI) GATA4
CLDN11 (FI) PARD3
SCN3A (FI) SCN8A
SCN3A (FI) SCN4A
SCN3A (FI) TRPV1
IL32 (FI) PRTN3
SLCO1B1 (FI) SLCO1B3
CASQ1 (FI) TRDN
CASQ1 (FI) RYR1
CASQ1 (FI) RYR2
CASQ1 (FI) RYR3
CASQ1 (FI) CASQ2
APOM (FI) HNF4A
GJA9 (FI) GJB7
IDO2 (FI) IFNG
PDZD7 (FI) TPRN
SERPINB7 (FI) SERPIND1
MBNL2 (FI) MBNL3
CEACAM21 (FI) IRF4
CEACAM21 (FI) PTPRC
GLRX5 (FI) ISCA1
GLRX5 (FI) ISCA2
GLRX5 (FI) HSCB
FHL1 (FI) SPI1
FHL1 (FI) STAT5B
FHL1 (FI) STAT5A
FHL1 (FI) RAD21
FHL1 (FI) STAT6
FHL1 (FI) STAT2
FHL1 (FI) STAT3
FHL1 (FI) STAT4
FHL1 (FI) STAT1
HSD17B3 (FI) POMC
HSD17B3 (FI) LHB
CD300C (FI) LILRB2
SLC4A7 (FI) SLC4A8
ARL6 (FI) SSTR3
ARL6 (FI) TTC8
ARL6 (FI) BBS4
ARL6 (FI) BBS1
ARL6 (FI) BBS2
ARL6 (FI) BBS7
ARL6 (FI) BBS5
ARL6 (FI) BBS9
ARL6 (FI) LZTFL1
LMCD1 (FI) TCERG1
LMCD1 (FI) PAX5
FAM98B (FI) ZBTB8OS
RNF130 (FI) TSPAN17
RNF130 (FI) UBE2Z
ISG20 (FI) USF1
ZHX2 (FI) ZHX3
GTF2H2C (FI) GTF2H3
GTF2H2C (FI) GTF2H4
GTF2H2C (FI) GTF2H5
WWC2 (FI) WWC3
POP1 (FI) RPP38
POP1 (FI) RPP30
POP1 (FI) RPP21
POP1 (FI) RPP25
POP1 (FI) RPP14
POP1 (FI) RPP40
POP1 (FI) POP4
POP1 (FI) POP5
POP1 (FI) POP7
SLC1A1 (FI) SLC1A6
SLC1A1 (FI) SLC1A3
ORAI2 (FI) STIM1
ORAI2 (FI) STIM2
APLF (FI) PRKDC
APLF (FI) XRCC1
APLF (FI) XRCC4
APLF (FI) XRCC5
APLF (FI) XRCC6
APLF (FI) POLM
APLF (FI) LIG4
APLF (FI) DCLRE1C
FKBP10 (FI) FKBP7
FKBP10 (FI) FKBP9
FKBP10 (FI) FKBP5
CYP7B1 (FI) RXRA
CYP7B1 (FI) NCOA2
CYP7B1 (FI) NCOA1
CYP7B1 (FI) NR1H4
PTPN4 (FI) PTPRA
PTPN4 (FI) TICAM2
RIPPLY1 (FI) ZNF620
RIPPLY1 (FI) THAP1
RIPPLY1 (FI) TLE1
RIPPLY1 (FI) TLE2
RIPPLY1 (FI) TLE3
RIPPLY1 (FI) TLE4
BFAR (FI) CASP8
AGBL3 (FI) CPB1
AGBL3 (FI) CPZ
PGA4 (FI) PGC
PGA4 (FI) SFTPC
PGA4 (FI) SFTPB
PGA4 (FI) PGA5
REEP5 (FI) VAPA
REEP5 (FI) VAPB
CACNA2D3 (FI) CAMK2A
CACNA2D3 (FI) CAMK2B
CACNA2D3 (FI) CAMK2D
CACNA2D3 (FI) CAMK2G
CACNA2D3 (FI) OXTR
CACNA2D3 (FI) PRKACA
CACNA2D3 (FI) PRKACB
CACNA2D3 (FI) PRKACG
CACNA2D3 (FI) RASGRF2
CACNA2D3 (FI) RASGRF1
CACNA2D3 (FI) RASGRP4
CACNA2D3 (FI) RASGRP3
CACNA2D3 (FI) RASGRP2
CACNA2D3 (FI) RASGRP1
CACNA2D3 (FI) PPP2R5E
CACNA2D3 (FI) PPP2R3C
CACNA2D3 (FI) PPP2R5D
CACNA2D3 (FI) PPP2R5C
CACNA2D3 (FI) PPP2R5B
CACNA2D3 (FI) PPP2R5A
CACNA2D3 (FI) PPP2R2A
CACNA2D3 (FI) PPP2R1B
CACNA2D3 (FI) PPP2R1A
CACNA2D3 (FI) PPP2R3B
CACNA2D3 (FI) PPP2R3A
CACNA2D3 (FI) PPP2R2D
CACNA2D3 (FI) PPP2R2C
CACNA2D3 (FI) PPP2R2B
CACNA2D3 (FI) PPP1CB
CACNA2D3 (FI) PPP1CC
CACNA2D3 (FI) PPP1CA
CACNA2D3 (FI) PPP2CA
CACNA2D3 (FI) PPP2CB
ZC3H12C (FI) ZC3H12D
ZC3H12B (FI) ZC3H12C
ZC3H12B (FI) ZC3H12D
CNP (FI) MAPT
SLC39A7 (FI) SLC39A8
SLC39A7 (FI) YY1
SLC39A11 (FI) SLC39A7
CDC42EP5 (FI) MAPK6
CDC42EP5 (FI) MAPKAPK5
CDC42EP1 (FI) CDC42EP5
UBXN10 (FI) VCP
GPX7 (FI) P4HB
NSUN4 (FI) SURF6
EPB41L4B (FI) PRKCI
EPB41L4B (FI) PRKCZ
CAPN10 (FI) HTT
BCKDHA (FI) BCKDK
BCKDHA (FI) BCKDHB
BCKDHA (FI) LIPT1
BCKDHA (FI) DBT
BCKDHA (FI) DLD
BCKDHA (FI) GCSH
BCKDHA (FI) PDHB
BCKDHA (FI) PPM1K
NTHL1 (FI) TP53
NTHL1 (FI) RPA1
ARHGEF9 (FI) CDC42
ARHGEF9 (FI) GABRQ
ARHGEF9 (FI) RHOB
ARHGEF9 (FI) RHOC
ARHGEF9 (FI) RHOA
ARHGEF9 (FI) RAC1
ARHGEF9 (FI) GABRA2
ARHGEF9 (FI) GABRB2
ARHGEF9 (FI) GABRB1
ARHGEF9 (FI) GABRB3
ARHGEF9 (FI) GABRG3
ARHGEF9 (FI) GABRG2
ARHGEF9 (FI) NPTN
SLC5A11 (FI) SLC5A4
SLC5A11 (FI) SLC5A9
SLC5A11 (FI) SLC5A2
SLC5A10 (FI) SLC5A9
SLC5A10 (FI) SLC5A11
CD200R1 (FI) CD53
CD200R1 (FI) TNFSF9
EVI2A (FI) EVI2B
DPRX (FI) ISX
DPRX (FI) HOXC10
DPRX (FI) ESX1
DPRX (FI) DRGX
REEP2 (FI) REEP4
RAB19 (FI) RAB41
RAB19 (FI) RAB5B
RAB19 (FI) RAB6B
DPP10 (FI) DPP6
DZIP1 (FI) GLI2
DZIP1 (FI) GLI3
DZIP1 (FI) GSK3B
DZIP1 (FI) SPOP
DZIP1 (FI) RBX1
DOCK3 (FI) DOCK4
DOCK3 (FI) DOCK6
DOCK3 (FI) RHOG
DOCK3 (FI) NTRK2
DOCK3 (FI) RAC1
DOCK3 (FI) FYN
AVEN (FI) CASP9
AVEN (FI) CARD8
AVEN (FI) CYCS
MPST (FI) TXN2
MPST (FI) NFS1
RPRM (FI) TP53
DIRAS2 (FI) NEK10
ZNF264 (FI) ZNF460
ZNF264 (FI) ZNF526
ZNF264 (FI) ZNF805
ABCC9 (FI) KCNJ8
ABCC9 (FI) KCNJ11
ICMT (FI) NRAS
ICMT (FI) KRAS
FAM161A (FI) POC1B
FAM161A (FI) KIAA0753
BBS12 (FI) TCP1
BBS12 (FI) TTC8
BBS12 (FI) CCT8
BBS12 (FI) CCT2
BBS12 (FI) CCT3
BBS12 (FI) CCT4
BBS12 (FI) CCT5
BBS12 (FI) BBS7
BBS12 (FI) BBS9
BBS12 (FI) BBS2
BBS12 (FI) BBS5
BBS12 (FI) BBS4
BBS12 (FI) MKKS
NUDT7 (FI) PEX13
NUDT7 (FI) PEX14
NUDT7 (FI) PEX10
NUDT7 (FI) PEX12
NUDT7 (FI) PEX2
NUDT7 (FI) PEX5
EIF2B2 (FI) EIF2S2
EIF2B2 (FI) EIF2S3
EIF2B2 (FI) EIF2S1
EIF2B2 (FI) EIF2B3
EIF2B2 (FI) EIF2B4
EIF2B2 (FI) EIF2B5
EIF2B2 (FI) EIF5
EIF2B3 (FI) EIF2S3
EIF2B3 (FI) EIF2S2
EIF2B3 (FI) EIF2S1
EIF2B3 (FI) EIF2B5
EIF2B3 (FI) EIF2B4
EIF2B1 (FI) EIF2S1
EIF2B1 (FI) EIF2S2
EIF2B1 (FI) EIF2S3
EIF2B1 (FI) EIF2B4
EIF2B1 (FI) EIF2B5
EIF2B1 (FI) EIF2B2
EIF2B1 (FI) EIF2B3
ARHGEF15 (FI) EPHA4
ARHGEF15 (FI) RHOJ
ARHGEF15 (FI) RHOA
ARHGEF15 (FI) CDC42
ARHGEF15 (FI) EFNA1
ESM1 (FI) JUN
EPM2A (FI) NHLRC1
EPM2A (FI) PPP1R3C
EPM2A (FI) UBA52
EPM2A (FI) RPS27A
EPM2A (FI) UBB
EPM2A (FI) UBC
EPM2A (FI) GYS1
EPM2A (FI) GYS2
EPM2A (FI) GYG1
EPM2A (FI) GYG2
SNTB1 (FI) SNTG1
SNTB1 (FI) SNTG2
SNTB1 (FI) UTRN
ATN1 (FI) OLIG3
ATN1 (FI) CTCF
ATN1 (FI) RERE
ATN1 (FI) NR2E1
CADM1 (FI) CADM3
CADM1 (FI) CRTAM
CADM1 (FI) EPB41L3
CADM1 (FI) RAC1
CRABP1 (FI) ESR1
CRABP1 (FI) CRABP2
CRABP1 (FI) CYP26A1
CRABP1 (FI) CYP26B1
CRABP1 (FI) CYP26C1
QRICH1 (FI) USP19
FHL3 (FI) QRICH1
P2RX2 (FI) P2RX3
P2RX2 (FI) P2RX4
GNS (FI) MAX
KRBA2 (FI) STAT3
DCAF15 (FI) TRIM41
DCAF15 (FI) WSB1
DCAF15 (FI) DCAF4
DCAF15 (FI) DDB1
PREX2 (FI) RAC1
PREX2 (FI) PTEN
PIR (FI) RAC1
ATF7IP2 (FI) HMG20A
NUDT19 (FI) PEX10
NUDT19 (FI) PEX13
NUDT19 (FI) PEX12
NUDT19 (FI) PEX14
NUDT19 (FI) PEX5
NUDT19 (FI) PEX2
GK (FI) PPARG
GK (FI) GK2
GK (FI) GK3P
GK (FI) RXRA
GK (FI) RXRB
GK (FI) RXRG
ARHGAP30 (FI) ARHGAP31
ARHGAP30 (FI) RHOU
ARHGAP30 (FI) RHOA
ARHGAP30 (FI) RAC1
ARHGAP30 (FI) RALBP1
SOX6 (FI) ZHX3
SOX6 (FI) ZNF281
MVP (FI) PTPN11
DDX19A (FI) NXF1
DDX19A (FI) DDX19B
CKB (FI) YWHAE
CKB (FI) YWHAQ
CKB (FI) CKMT1A
CKB (FI) CKM
CKB (FI) CKMT2
CIDEA (FI) CIDEB
CIDEA (FI) CIDEC
CIDEA (FI) DFFA
EDAR (FI) EDARADD
DCT (FI) MITF
ATP13A1 (FI) ATP2A1
ASGR2 (FI) TG
ASGR1 (FI) HNF4A
ASGR1 (FI) TG
ASGR1 (FI) ASGR2
HSD3B2 (FI) PRKACG
HSD3B2 (FI) PRKACB
HSD3B2 (FI) PRKACA
HSD3B2 (FI) POMC
HSD3B2 (FI) LHB
EIF1AY (FI) EIF3C
EIF1AY (FI) EIF3D
EIF1AY (FI) EIF3E
EIF1AY (FI) EIF3F
EIF1AY (FI) EIF3G
EIF1AY (FI) EIF3H
EIF1AY (FI) EIF3I
EIF1AY (FI) EIF3J
EIF1AY (FI) EIF3A
EIF1AY (FI) EIF3B
EIF1AY (FI) RPS5
EIF1AY (FI) EIF4A1
EIF1AY (FI) EIF4A2
EIF1AY (FI) EIF3CL
SLC39A5 (FI) SP1
B3GNT7 (FI) MUC6
B3GNT7 (FI) MUC7
B3GNT7 (FI) MUC1
B3GNT7 (FI) MUC2
B3GNT7 (FI) MUC4
B3GNT7 (FI) PRELP
B3GNT7 (FI) KERA
B3GNT7 (FI) OMD
B3GNT7 (FI) OGN
B3GNT7 (FI) MUCL1
B3GNT7 (FI) MUC5B
B3GNT7 (FI) LUM
B3GNT7 (FI) MUC15
B3GNT7 (FI) MUC17
B3GNT7 (FI) MUC16
B3GNT7 (FI) MUC13
B3GNT7 (FI) MUC12
B3GNT7 (FI) MUC20
B3GNT7 (FI) MUC21
B3GNT7 (FI) FMOD
ASIP (FI) MC1R
ASIP (FI) PRKCI
ASIP (FI) PRKCZ
ASIP (FI) LNPEP
ASIP (FI) VAMP2
ASIP (FI) SLC2A4
CTTNBP2NL (FI) PPP2CB
CTTNBP2NL (FI) PPP2R1A
CTTNBP2NL (FI) PPP2R1B
HIGD1A (FI) PRELID1
CLDN16 (FI) TJP1
CLDN16 (FI) TJP3
CLDN16 (FI) GATA4
CLDN16 (FI) CLDN19
CLDN16 (FI) PARD3
GUCA2A (FI) SP1
GUCA2A (FI) TFAP2A
GUCA2A (FI) GUCY2C
DNTTIP2 (FI) EXOSC10
DNTTIP2 (FI) RPF2
CHRAC1 (FI) POLE3
CHRAC1 (FI) POLE4
CHRAC1 (FI) SMARCA1
CHRAC1 (FI) SMARCA5
CHRAC1 (FI) INO80C
CHRAC1 (FI) SSRP1
MOCS2 (FI) MOCS3
NHLRC1 (FI) PPP1R3C
NHLRC1 (FI) UBA52
NHLRC1 (FI) UBC
NHLRC1 (FI) UBB
NHLRC1 (FI) RPS27A
KCNN2 (FI) PRKCA
KCNN2 (FI) PRKCB
KCNN2 (FI) PRKCG
GUCY1A2 (FI) GUCY1B2
GUCY1A2 (FI) PRKG2
GUCY1A2 (FI) PRKG1
GUCY1A2 (FI) NOS1
EMX2 (FI) HOXA10
HEPACAM (FI) SMARCB1
HEPACAM (FI) TAF1
HEPACAM (FI) YY1
CCNY (FI) CDK14
CCNY (FI) CDK16
FLYWCH1 (FI) PAX5
AGXT (FI) PEX10
AGXT (FI) PEX12
AGXT (FI) PEX13
AGXT (FI) PEX14
AGXT (FI) SP1
AGXT (FI) PEX5
AGXT (FI) PEX2
FDFT1 (FI) FDPS
FDFT1 (FI) SREBF1
FDFT1 (FI) RAD21
AMTN (FI) FAM20A
AMTN (FI) FAM20C
IQSEC1 (FI) IQSEC3
IQSEC1 (FI) IQSEC2
AVIL (FI) MYO1F
AVIL (FI) MYO5C
AVIL (FI) VIL1
AARSD1 (FI) ARPC1A
FDPS (FI) PMVK
FDPS (FI) NRAS
FDPS (FI) SREBF1
FDPS (FI) KRAS
FDPS (FI) HRAS
FDPS (FI) GGPS1
FDPS (FI) RSAD2
SAT1 (FI) TNC
SAT1 (FI) TP53
DBH (FI) JUN
DBH (FI) TFAP2A
RBPMS (FI) TEAD1
RBPMS (FI) ZIC1
APPBP2 (FI) SYNRG
APPBP2 (FI) AR
APPBP2 (FI) UBC
RPH3AL (FI) SYT12
RPH3AL (FI) SYT13
RPH3AL (FI) SYT10
RPH3AL (FI) SYT9
RPH3AL (FI) SYT6
RPH3AL (FI) SYT8
CCL15 (FI) XCR1
CCL15 (FI) CXCR4
CCL15 (FI) CXCR3
CCL15 (FI) CXCR2
CCL15 (FI) CXCR1
CCL15 (FI) CXCR6
CCL15 (FI) CXCR5
CCL15 (FI) CX3CR1
CCL15 (FI) CCR5
CCL15 (FI) CCR6
CCL15 (FI) CCR7
CCL15 (FI) CCR8
CCL15 (FI) CCR1
CCL15 (FI) CCR2
CCL15 (FI) CCR3
CCL15 (FI) CCR4
CCL15 (FI) CCL2
CCL15 (FI) CCR9
CCL15 (FI) CCR10
CCL15 (FI) CCL23
GMIP (FI) RHOA
ELOVL5 (FI) TECR
ELOVL2 (FI) ELOVL5
BTN1A1 (FI) PPL
BTN1A1 (FI) XDH
ANP32B (FI) ZBTB7A
ANP32B (FI) KPNA1
ANP32B (FI) CALR
ANP32B (FI) SET
ANP32B (FI) ANP32E
KCNJ12 (FI) KCNJ14
KCNJ12 (FI) KCNJ13
KCNJ12 (FI) KCNJ16
KCNJ12 (FI) KCNJ15
KCNJ12 (FI) KCNJ3
KCNJ12 (FI) KCNJ2
KCNJ12 (FI) KCNJ6
KCNJ12 (FI) KCNJ5
KCNJ12 (FI) KCNJ4
KCNJ12 (FI) KCNJ9
KCNJ10 (FI) KCNJ2
KCNJ10 (FI) KCNJ12
KCNJ10 (FI) KCNJ11
KCNJ10 (FI) KCNJ16
MAOA (FI) MAOB
PAK1IP1 (FI) SURF6
PAK1IP1 (FI) RRP15
PAK1IP1 (FI) WDR12
FCN3 (FI) MASP1
FCN3 (FI) MASP2
CD52 (FI) GPLD1
CD52 (FI) CYBB
CD52 (FI) HOXA9
AMT (FI) GCSH
AMT (FI) GLDC
PSTPIP2 (FI) PTPN18
EDF1 (FI) GATA4
EDF1 (FI) EWSR1
EDF1 (FI) JUN
AKR1C1 (FI) POU2F1
AKR1C1 (FI) RBP2
AKR1C1 (FI) AKR1C3
AKR1C1 (FI) AKR1C2
AKR1C1 (FI) AKR1C4
AKR1C1 (FI) AKR1D1
AKR1C4 (FI) RBP2
AKR1D1 (FI) HSD3B7
GPR75 (FI) MRGPRD
GPR75 (FI) OXGR1
GPR75 (FI) MRGPRX4
SIGLEC5 (FI) SIGLEC7
SIGLEC5 (FI) SIGLEC9
